ZCTA,year,month,nbhd_intls,metric,indicator,neighborhood_count,unit,Neighborhood,Neighborhood_pop,dates2,day,zip_pop,zip_pop_p,zip_count_est
02114,2021,10,BB/BH/DT/NE/WE,Case,New Cases,254,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-10-01,1,13401,0.2448118377785897,63
02114,2021,12,BB/BH/DT/NE/WE,Case,Deaths,5,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-12-01,1,13401,0.2448118377785897,2
02114,2021,5,BB/BH/DT/NE/WE,Case,New Cases,42,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-05-01,1,13401,0.2448118377785897,11
02114,2021,9,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-09-01,1,13401,0.2448118377785897,1
02114,2021,3,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-03-01,1,13401,0.2448118377785897,1
02114,2021,1,BB/BH/DT/NE/WE,Case,Deaths,6,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-01-01,1,13401,0.2448118377785897,2
02114,2021,8,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-08-01,1,13401,0.2448118377785897,0
02114,2021,11,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-11-01,1,13401,0.2448118377785897,1
02114,2021,4,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-04-01,1,13401,0.2448118377785897,0
02114,2021,3,BB/BH/DT/NE/WE,Case,New Cases,408,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-03-01,1,13401,0.2448118377785897,100
02114,2021,11,BB/BH/DT/NE/WE,Case,New Cases,349,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-11-01,1,13401,0.2448118377785897,86
02114,2021,2,BB/BH/DT/NE/WE,Case,New Cases,346,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-02-01,1,13401,0.2448118377785897,85
02114,2021,10,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-10-01,1,13401,0.2448118377785897,0
02114,2022,2,BB/BH/DT/NE/WE,Case,Deaths,5,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-02-01,1,13356,0.24398976982097187,2
02114,2022,11,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-11-01,1,13356,0.24398976982097187,0
02114,2022,5,BB/BH/DT/NE/WE,Case,New Cases,965,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-05-01,1,13356,0.24398976982097187,236
02114,2022,1,BB/BH/DT/NE/WE,Case,New Cases,2531,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-01-01,1,13356,0.24398976982097187,618
02114,2022,11,BB/BH/DT/NE/WE,Case,New Cases,139,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-11-01,1,13356,0.24398976982097187,34
02114,2022,6,BB/BH/DT/NE/WE,Case,New Cases,486,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-06-01,1,13356,0.24398976982097187,119
02114,2022,8,BB/BH/DT/NE/WE,Case,Deaths,2,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-08-01,1,13356,0.24398976982097187,1
02114,2022,5,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-05-01,1,13356,0.24398976982097187,0
02114,2022,2,BB/BH/DT/NE/WE,Case,New Cases,359,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-02-01,1,13356,0.24398976982097187,88
02114,2022,3,BB/BH/DT/NE/WE,Case,Deaths,5,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-03-01,1,13356,0.24398976982097187,2
02114,2022,12,BB/BH/DT/NE/WE,Case,New Cases,216,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-12-01,1,13356,0.24398976982097187,53
02114,2022,4,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-04-01,1,13356,0.24398976982097187,0
02114,2022,7,BB/BH/DT/NE/WE,Case,New Cases,364,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-07-01,1,13356,0.24398976982097187,89
02114,2022,3,BB/BH/DT/NE/WE,Case,New Cases,392,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-03-01,1,13356,0.24398976982097187,96
02114,2022,6,BB/BH/DT/NE/WE,Case,Deaths,4,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-06-01,1,13356,0.24398976982097187,1
02114,2022,9,BB/BH/DT/NE/WE,Case,New Cases,213,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-09-01,1,13356,0.24398976982097187,52
02114,2022,1,BB/BH/DT/NE/WE,Case,Deaths,14,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-01-01,1,13356,0.24398976982097187,4
02114,2022,10,BB/BH/DT/NE/WE,Case,New Cases,170,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-10-01,1,13356,0.24398976982097187,42
02114,2022,12,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-12-01,1,13356,0.24398976982097187,1
02114,2022,10,BB/BH/DT/NE/WE,Case,Deaths,2,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-10-01,1,13356,0.24398976982097187,1
02114,2022,7,BB/BH/DT/NE/WE,Case,Deaths,3,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-07-01,1,13356,0.24398976982097187,1
02114,2022,9,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-09-01,1,13356,0.24398976982097187,1
02114,2022,4,BB/BH/DT/NE/WE,Case,New Cases,794,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-04-01,1,13356,0.24398976982097187,194
02114,2022,8,BB/BH/DT/NE/WE,Case,New Cases,237,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-08-01,1,13356,0.24398976982097187,58
02115,2020,1,FWY,Case,Deaths,0,count,Fenway,40130,2020-01-01,1,29134,0.7259905307749813,0
02115,2020,4,FWY,Case,New Cases,139,count,Fenway,40130,2020-04-01,1,29134,0.7259905307749813,101
02115,2020,11,FWY,Case,Deaths,1,count,Fenway,40130,2020-11-01,1,29134,0.7259905307749813,1
02115,2020,2,FWY,Case,Deaths,0,count,Fenway,40130,2020-02-01,1,29134,0.7259905307749813,0
02115,2020,4,FWY,Case,Deaths,8,count,Fenway,40130,2020-04-01,1,29134,0.7259905307749813,6
02115,2020,2,FWY,Case,New Cases,0,count,Fenway,40130,2020-02-01,1,29134,0.7259905307749813,0
02115,2020,8,FWY,Case,Deaths,1,count,Fenway,40130,2020-08-01,1,29134,0.7259905307749813,1
02115,2020,8,FWY,Case,New Cases,83,count,Fenway,40130,2020-08-01,1,29134,0.7259905307749813,61
02115,2020,6,FWY,Case,New Cases,26,count,Fenway,40130,2020-06-01,1,29134,0.7259905307749813,19
02115,2020,10,FWY,Case,New Cases,132,count,Fenway,40130,2020-10-01,1,29134,0.7259905307749813,96
02115,2020,5,FWY,Case,New Cases,95,count,Fenway,40130,2020-05-01,1,29134,0.7259905307749813,69
02115,2020,12,FWY,Case,New Cases,509,count,Fenway,40130,2020-12-01,1,29134,0.7259905307749813,370
02115,2020,6,FWY,Case,Deaths,3,count,Fenway,40130,2020-06-01,1,29134,0.7259905307749813,3
02115,2020,3,FWY,Case,New Cases,48,count,Fenway,40130,2020-03-01,1,29134,0.7259905307749813,35
02115,2020,7,FWY,Case,Deaths,0,count,Fenway,40130,2020-07-01,1,29134,0.7259905307749813,0
02115,2020,11,FWY,Case,New Cases,348,count,Fenway,40130,2020-11-01,1,29134,0.7259905307749813,253
02115,2020,10,FWY,Case,Deaths,1,count,Fenway,40130,2020-10-01,1,29134,0.7259905307749813,1
02115,2020,9,FWY,Case,Deaths,0,count,Fenway,40130,2020-09-01,1,29134,0.7259905307749813,0
02115,2020,12,FWY,Case,Deaths,5,count,Fenway,40130,2020-12-01,1,29134,0.7259905307749813,4
02115,2020,3,FWY,Case,Deaths,0,count,Fenway,40130,2020-03-01,1,29134,0.7259905307749813,0
02115,2020,5,FWY,Case,Deaths,7,count,Fenway,40130,2020-05-01,1,29134,0.7259905307749813,6
02115,2020,1,FWY,Case,New Cases,0,count,Fenway,40130,2020-01-01,1,29134,0.7259905307749813,0
02115,2020,9,FWY,Case,New Cases,96,count,Fenway,40130,2020-09-01,1,29134,0.7259905307749813,70
02115,2020,7,FWY,Case,New Cases,24,count,Fenway,40130,2020-07-01,1,29134,0.7259905307749813,18
02115,2021,7,FWY,Case,New Cases,91,count,Fenway,40130,2021-07-01,1,28559,0.7116620981809121,65
02115,2021,4,FWY,Case,Deaths,0,count,Fenway,40130,2021-04-01,1,28559,0.7116620981809121,0
02115,2021,2,FWY,Case,New Cases,436,count,Fenway,40130,2021-02-01,1,28559,0.7116620981809121,311
02115,2021,5,FWY,Case,Deaths,0,count,Fenway,40130,2021-05-01,1,28559,0.7116620981809121,0
02115,2021,9,FWY,Case,Deaths,1,count,Fenway,40130,2021-09-01,1,28559,0.7116620981809121,1
02115,2021,11,FWY,Case,New Cases,550,count,Fenway,40130,2021-11-01,1,28559,0.7116620981809121,392
02115,2021,4,FWY,Case,New Cases,320,count,Fenway,40130,2021-04-01,1,28559,0.7116620981809121,228
02115,2021,9,FWY,Case,New Cases,429,count,Fenway,40130,2021-09-01,1,28559,0.7116620981809121,306
02115,2021,5,FWY,Case,New Cases,55,count,Fenway,40130,2021-05-01,1,28559,0.7116620981809121,40
02115,2021,12,FWY,Case,New Cases,2349,count,Fenway,40130,2021-12-01,1,28559,0.7116620981809121,1672
02115,2021,1,FWY,Case,New Cases,636,count,Fenway,40130,2021-01-01,1,28559,0.7116620981809121,453
02115,2021,8,FWY,Case,New Cases,259,count,Fenway,40130,2021-08-01,1,28559,0.7116620981809121,185
02115,2021,12,FWY,Case,Deaths,1,count,Fenway,40130,2021-12-01,1,28559,0.7116620981809121,1
02115,2021,10,FWY,Case,New Cases,218,count,Fenway,40130,2021-10-01,1,28559,0.7116620981809121,156
02115,2021,2,FWY,Case,Deaths,2,count,Fenway,40130,2021-02-01,1,28559,0.7116620981809121,2
02115,2021,3,FWY,Case,New Cases,435,count,Fenway,40130,2021-03-01,1,28559,0.7116620981809121,310
02115,2021,1,FWY,Case,Deaths,6,count,Fenway,40130,2021-01-01,1,28559,0.7116620981809121,5
02115,2021,7,FWY,Case,Deaths,0,count,Fenway,40130,2021-07-01,1,28559,0.7116620981809121,0
02115,2021,6,FWY,Case,New Cases,10,count,Fenway,40130,2021-06-01,1,28559,0.7116620981809121,8
02115,2021,3,FWY,Case,Deaths,2,count,Fenway,40130,2021-03-01,1,28559,0.7116620981809121,2
02115,2021,11,FWY,Case,Deaths,1,count,Fenway,40130,2021-11-01,1,28559,0.7116620981809121,1
02115,2021,6,FWY,Case,Deaths,0,count,Fenway,40130,2021-06-01,1,28559,0.7116620981809121,0
02115,2021,8,FWY,Case,Deaths,0,count,Fenway,40130,2021-08-01,1,28559,0.7116620981809121,0
02115,2021,10,FWY,Case,Deaths,0,count,Fenway,40130,2021-10-01,1,28559,0.7116620981809121,0
02115,2022,12,FWY,Case,New Cases,166,count,Fenway,40130,2022-12-01,1,27838,0.6936954896586095,116
02115,2022,10,FWY,Case,New Cases,154,count,Fenway,40130,2022-10-01,1,27838,0.6936954896586095,107
02115,2022,8,FWY,Case,Deaths,1,count,Fenway,40130,2022-08-01,1,27838,0.6936954896586095,1
02115,2022,3,FWY,Case,New Cases,1055,count,Fenway,40130,2022-03-01,1,27838,0.6936954896586095,732
02115,2022,6,FWY,Case,New Cases,387,count,Fenway,40130,2022-06-01,1,27838,0.6936954896586095,269
02115,2022,1,FWY,Case,Deaths,4,count,Fenway,40130,2022-01-01,1,27838,0.6936954896586095,3
02115,2022,4,FWY,Case,Deaths,0,count,Fenway,40130,2022-04-01,1,27838,0.6936954896586095,0
02115,2022,1,FWY,Case,New Cases,6509,count,Fenway,40130,2022-01-01,1,27838,0.6936954896586095,4516
02115,2022,7,FWY,Case,Deaths,0,count,Fenway,40130,2022-07-01,1,27838,0.6936954896586095,0
02115,2022,10,FWY,Case,Deaths,0,count,Fenway,40130,2022-10-01,1,27838,0.6936954896586095,0
02115,2022,11,FWY,Case,Deaths,0,count,Fenway,40130,2022-11-01,1,27838,0.6936954896586095,0
02115,2022,11,FWY,Case,New Cases,118,count,Fenway,40130,2022-11-01,1,27838,0.6936954896586095,82
02115,2022,5,FWY,Case,New Cases,1793,count,Fenway,40130,2022-05-01,1,27838,0.6936954896586095,1244
02115,2022,8,FWY,Case,New Cases,188,count,Fenway,40130,2022-08-01,1,27838,0.6936954896586095,131
02115,2022,2,FWY,Case,Deaths,0,count,Fenway,40130,2022-02-01,1,27838,0.6936954896586095,0
02115,2022,9,FWY,Case,Deaths,0,count,Fenway,40130,2022-09-01,1,27838,0.6936954896586095,0
02115,2022,3,FWY,Case,Deaths,0,count,Fenway,40130,2022-03-01,1,27838,0.6936954896586095,0
02115,2022,2,FWY,Case,New Cases,2651,count,Fenway,40130,2022-02-01,1,27838,0.6936954896586095,1839
02115,2022,6,FWY,Case,Deaths,1,count,Fenway,40130,2022-06-01,1,27838,0.6936954896586095,1
02115,2022,12,FWY,Case,Deaths,1,count,Fenway,40130,2022-12-01,1,27838,0.6936954896586095,1
02115,2022,4,FWY,Case,New Cases,2926,count,Fenway,40130,2022-04-01,1,27838,0.6936954896586095,2030
02115,2022,5,FWY,Case,Deaths,1,count,Fenway,40130,2022-05-01,1,27838,0.6936954896586095,1
02115,2022,9,FWY,Case,New Cases,389,count,Fenway,40130,2022-09-01,1,27838,0.6936954896586095,270
02115,2022,7,FWY,Case,New Cases,319,count,Fenway,40130,2022-07-01,1,27838,0.6936954896586095,222
02116,2020,6,BB/BH/DT/NE/WE,Case,New Cases,35,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-06-01,1,23007,0.42029594446474244,15
02116,2020,4,BB/BH/DT/NE/WE,Case,Deaths,12,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-04-01,1,23007,0.42029594446474244,6
02116,2020,9,BB/BH/DT/NE/WE,Case,New Cases,72,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-09-01,1,23007,0.42029594446474244,31
02116,2020,2,BB/BH/DT/NE/WE,Case,New Cases,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-02-01,1,23007,0.42029594446474244,0
02116,2020,8,BB/BH/DT/NE/WE,Case,New Cases,49,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-08-01,1,23007,0.42029594446474244,21
02116,2020,2,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-02-01,1,23007,0.42029594446474244,0
02116,2020,12,BB/BH/DT/NE/WE,Case,New Cases,649,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-12-01,1,23007,0.42029594446474244,273
02116,2020,1,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-01-01,1,23007,0.42029594446474244,0
02116,2020,11,BB/BH/DT/NE/WE,Case,New Cases,415,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-11-01,1,23007,0.42029594446474244,175
02116,2020,10,BB/BH/DT/NE/WE,Case,New Cases,144,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-10-01,1,23007,0.42029594446474244,61
02116,2020,6,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-06-01,1,23007,0.42029594446474244,0
02116,2020,11,BB/BH/DT/NE/WE,Case,Deaths,4,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-11-01,1,23007,0.42029594446474244,2
02116,2020,7,BB/BH/DT/NE/WE,Case,New Cases,53,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-07-01,1,23007,0.42029594446474244,23
02116,2020,5,BB/BH/DT/NE/WE,Case,New Cases,140,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-05-01,1,23007,0.42029594446474244,59
02116,2020,8,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-08-01,1,23007,0.42029594446474244,1
02116,2020,3,BB/BH/DT/NE/WE,Case,New Cases,106,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-03-01,1,23007,0.42029594446474244,45
02116,2020,9,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-09-01,1,23007,0.42029594446474244,0
02116,2020,10,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-10-01,1,23007,0.42029594446474244,1
02116,2020,3,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-03-01,1,23007,0.42029594446474244,0
02116,2020,12,BB/BH/DT/NE/WE,Case,Deaths,4,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-12-01,1,23007,0.42029594446474244,2
02116,2020,7,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-07-01,1,23007,0.42029594446474244,1
02116,2020,4,BB/BH/DT/NE/WE,Case,New Cases,209,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-04-01,1,23007,0.42029594446474244,88
02116,2020,1,BB/BH/DT/NE/WE,Case,New Cases,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-01-01,1,23007,0.42029594446474244,0
02116,2020,5,BB/BH/DT/NE/WE,Case,Deaths,4,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2020-05-01,1,23007,0.42029594446474244,2
02116,2021,9,BB/BH/DT/NE/WE,Case,New Cases,358,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-09-01,1,22587,0.4126233101936427,148
02116,2021,1,BB/BH/DT/NE/WE,Case,New Cases,644,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-01-01,1,22587,0.4126233101936427,266
02116,2021,6,BB/BH/DT/NE/WE,Case,New Cases,17,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-06-01,1,22587,0.4126233101936427,8
02116,2021,10,BB/BH/DT/NE/WE,Case,New Cases,254,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-10-01,1,22587,0.4126233101936427,105
02116,2021,3,BB/BH/DT/NE/WE,Case,New Cases,408,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-03-01,1,22587,0.4126233101936427,169
02116,2021,12,BB/BH/DT/NE/WE,Case,Deaths,5,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-12-01,1,22587,0.4126233101936427,3
02116,2021,8,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-08-01,1,22587,0.4126233101936427,0
02116,2021,6,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-06-01,1,22587,0.4126233101936427,1
02116,2021,4,BB/BH/DT/NE/WE,Case,New Cases,318,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-04-01,1,22587,0.4126233101936427,132
02116,2021,4,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-04-01,1,22587,0.4126233101936427,0
02116,2021,7,BB/BH/DT/NE/WE,Case,New Cases,136,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-07-01,1,22587,0.4126233101936427,57
02116,2021,5,BB/BH/DT/NE/WE,Case,New Cases,42,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-05-01,1,22587,0.4126233101936427,18
02116,2021,11,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-11-01,1,22587,0.4126233101936427,1
02116,2021,8,BB/BH/DT/NE/WE,Case,New Cases,316,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-08-01,1,22587,0.4126233101936427,131
02116,2021,12,BB/BH/DT/NE/WE,Case,New Cases,1687,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-12-01,1,22587,0.4126233101936427,697
02116,2021,1,BB/BH/DT/NE/WE,Case,Deaths,6,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-01-01,1,22587,0.4126233101936427,3
02116,2021,11,BB/BH/DT/NE/WE,Case,New Cases,349,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-11-01,1,22587,0.4126233101936427,145
02116,2021,2,BB/BH/DT/NE/WE,Case,New Cases,346,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-02-01,1,22587,0.4126233101936427,143
02116,2021,9,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-09-01,1,22587,0.4126233101936427,1
02116,2021,7,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-07-01,1,22587,0.4126233101936427,1
02116,2021,3,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-03-01,1,22587,0.4126233101936427,1
02116,2021,2,BB/BH/DT/NE/WE,Case,Deaths,3,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-02-01,1,22587,0.4126233101936427,2
02116,2021,10,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-10-01,1,22587,0.4126233101936427,0
02116,2021,5,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2021-05-01,1,22587,0.4126233101936427,0
02116,2022,6,BB/BH/DT/NE/WE,Case,New Cases,486,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-06-01,1,22286,0.4071245889660212,198
02116,2022,5,BB/BH/DT/NE/WE,Case,New Cases,965,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-05-01,1,22286,0.4071245889660212,393
02116,2022,11,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-11-01,1,22286,0.4071245889660212,0
02116,2022,3,BB/BH/DT/NE/WE,Case,Deaths,5,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-03-01,1,22286,0.4071245889660212,3
02116,2022,2,BB/BH/DT/NE/WE,Case,Deaths,5,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-02-01,1,22286,0.4071245889660212,3
02116,2022,12,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-12-01,1,22286,0.4071245889660212,1
02116,2022,9,BB/BH/DT/NE/WE,Case,New Cases,213,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-09-01,1,22286,0.4071245889660212,87
02116,2022,10,BB/BH/DT/NE/WE,Case,Deaths,2,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-10-01,1,22286,0.4071245889660212,1
02116,2022,6,BB/BH/DT/NE/WE,Case,Deaths,4,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-06-01,1,22286,0.4071245889660212,2
02116,2022,3,BB/BH/DT/NE/WE,Case,New Cases,392,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-03-01,1,22286,0.4071245889660212,160
02116,2022,10,BB/BH/DT/NE/WE,Case,New Cases,170,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-10-01,1,22286,0.4071245889660212,70
02116,2022,7,BB/BH/DT/NE/WE,Case,Deaths,3,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-07-01,1,22286,0.4071245889660212,2
02116,2022,8,BB/BH/DT/NE/WE,Case,New Cases,237,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-08-01,1,22286,0.4071245889660212,97
02116,2022,2,BB/BH/DT/NE/WE,Case,New Cases,359,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-02-01,1,22286,0.4071245889660212,147
02116,2022,5,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-05-01,1,22286,0.4071245889660212,0
02116,2022,1,BB/BH/DT/NE/WE,Case,Deaths,14,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-01-01,1,22286,0.4071245889660212,6
02116,2022,9,BB/BH/DT/NE/WE,Case,Deaths,1,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-09-01,1,22286,0.4071245889660212,1
02116,2022,4,BB/BH/DT/NE/WE,Case,Deaths,0,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-04-01,1,22286,0.4071245889660212,0
02116,2022,11,BB/BH/DT/NE/WE,Case,New Cases,139,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-11-01,1,22286,0.4071245889660212,57
02116,2022,7,BB/BH/DT/NE/WE,Case,New Cases,364,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-07-01,1,22286,0.4071245889660212,149
02116,2022,4,BB/BH/DT/NE/WE,Case,New Cases,794,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-04-01,1,22286,0.4071245889660212,324
02116,2022,1,BB/BH/DT/NE/WE,Case,New Cases,2531,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-01-01,1,22286,0.4071245889660212,1031
02116,2022,8,BB/BH/DT/NE/WE,Case,Deaths,2,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-08-01,1,22286,0.4071245889660212,1
02116,2022,12,BB/BH/DT/NE/WE,Case,New Cases,216,count,"Back Bay, Beacon Hill, Downtown, North End, West End",54740,2022-12-01,1,22286,0.4071245889660212,88
02118,2020,3,SE,Case,New Cases,83,count,South End,37870,2020-03-01,1,28892,0.7629257987853182,64
02118,2020,8,SE,Case,Deaths,0,count,South End,37870,2020-08-01,1,28892,0.7629257987853182,0
02118,2020,9,SE,Case,New Cases,61,count,South End,37870,2020-09-01,1,28892,0.7629257987853182,47
02118,2020,1,SE,Case,New Cases,0,count,South End,37870,2020-01-01,1,28892,0.7629257987853182,0
02118,2020,11,SE,Case,New Cases,312,count,South End,37870,2020-11-01,1,28892,0.7629257987853182,239
02118,2020,9,SE,Case,Deaths,0,count,South End,37870,2020-09-01,1,28892,0.7629257987853182,0
02118,2020,4,SE,Case,New Cases,601,count,South End,37870,2020-04-01,1,28892,0.7629257987853182,459
02118,2020,1,SE,Case,Deaths,0,count,South End,37870,2020-01-01,1,28892,0.7629257987853182,0
